nom	site	passage	campagne	etat	taille	vegetation_cover	connectivite	permanence	Gundlachia_radiata	Drepanotrema_lucidum	Drepanotrema_depressissimum	Drepanotrema_cimex	Drepanotrema_aeruginosum	Aplexa_marmorata	Physa_acuta	Lymnaea_columella	Lymnaea_cubensis	Plesiophysa_guadeloupensis	Biomphalaria_straminea	Biomphalaria_glabrata	Biomphalaria_schrammi	Pomacea_glauca	Pyrgophorus_coronatus	Marisa_cornuarietis	Melanoides_tuberculata_PAP	Melanoides_tuberculata_GOS	Melanoides_tuberculata_FAL	Melanoides_tuberculata_MAD	Melanoides_tuberculata_CPF	Melanoides_tuberculata_SEN	Tarebia_granifera	Neritina_virginea	Eupera_viridans	Indoplanorbis_exustus	Helisoma_duryi
Alleaume_Nord	1	21	13	s	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alleaume_Nord	1	23	14	s	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alleaume_Nord	1	25	15	s	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alleaume_Ouest	2	4	3	f	25	100			0	0	0	0	0	2	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alleaume_Ouest	2	5	4	f	60	50	4	5	0	1	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alleaume_Ouest	2	7	5	f	50	90	4	2	0	0	0	0	0	-1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alleaume_Ouest	2	8	6	f	30	100	4	1	0	2	2	0	0	2	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alleaume_Ouest	2	10	7	f	20	100	4	4	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alleaume_Ouest	2	12	8	f	40	30	4	3	0	0	2	0	0	2	3	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alleaume_Ouest	2	14	9	f	30	75	4	2	0	0	1	0	0	3	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alleaume_Ouest	2	16	10	f	30	70	4	3	0	0	3	0	0	2	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alleaume_Ouest	2	18	11	f	30	50	4	3	0	0	2	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alleaume_Ouest	2	20	12	f		NA																													
Alleaume_Ouest	2	21	13	s	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alleaume_Ouest	2	23	14	s	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alleaume_Ouest	2	25	15	f	10	30	4	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alleaume_Sud	3	1	1	f	50	20			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alleaume_Sud	3	2	2	f		NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alleaume_Sud	3	4	3	s	0	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alleaume_Sud	3	5	4	f	40	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alleaume_Sud	3	7	5	f	30	0	4	4	0	-1	5	0	0	5	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alleaume_Sud	3	8	6	f	40	30	4	2	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alleaume_Sud	3	10	7	s	0	NA	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alleaume_Sud	3	12	8	f	15	50	4	4	0	3	1	0	0	4	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alleaume_Sud	3	14	9	s	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alleaume_Sud	3	16	10	f	15	0	4	4	0	4	1	0	0	4	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alleaume_Sud	3	18	11	f	15	100	4	4	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alleaume_Sud	3	20	12	f	10	NA																													
Alleaume_Sud	3	21	13	s	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alleaume_Sud	3	23	14	s	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alleaume_Sud	3	25	15	s	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ancien_Moulin	4	1	1	s	0	50			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ancien_Moulin	4	2	2	f	3	100			0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ancien_Moulin	4	4	3	f	20	100			0	6	4	0	0	4	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0
Ancien_Moulin	4	5	4	f	50	0	3	4	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ancien_Moulin	4	7	5	f	50	5	4	2	0	0	2	0	0	0	0	0	0	0	6	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ancien_Moulin	4	8	6	f	50	30	4	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ancien_Moulin	4	10	7	f	50	75	4	2	0	-1	0	0	0	3	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ancien_Moulin	4	12	8	f	30	90	4	4	0	2	4	0	0	3	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ancien_Moulin	4	14	9	f		NA																												0	0
Ancien_Moulin	4	16	10	f	60	90	4	2	0	0	4	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ancien_Moulin	4	18	11	f	150	60	4	2	0	3	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ancien_Moulin	4	20	12	f	50	30	4	2	0	4	4	0	0	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ancien_Moulin	4	21	13	f	30	80	4	2	0	5	5	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ancien_Moulin	4	23	14	f	60	40	4	2	0	3	2	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ancien_Moulin	4	25	15	f	7	100	4	4	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Balance	5	4	3	s	0	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Balance	5	5	4	f	15	20	2	2	0	3	4	0	0	0	4	0	0	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Balance	5	7	5	f	30	50	4	1	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Balance	5	8	6	f	20	20	3	1	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Balance	5	10	7	f	30	40	4	2	0	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Balance	5	12	8	f	40	15	4	2	0	2	4	0	2	4	0	0	0	0	5	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
Balance	5	14	9	f	30	20	2	1	0	2	3	0	0	3	0	1	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
Balance	5	16	10	f	20	40	4	2	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Balance	5	18	11	f	30	50	4	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Balance	5	20	12	f		NA																													
Balance	5	21	13	f	35	100	2.5	3	0	-1	0	0	0	6	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Balance	5	23	14	f	5	100	4	3	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Balance	5	25	15	f	30	100	2	3	0	0	0	0	0	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Balin_Sud	6	4	3	f	25	80			0	8	6	0	0	5	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Balin_Sud	6	5	4	f	25	5	4	2	0	4	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Balin_Sud	6	7	5	f	40	0	4	1	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Balin_Sud	6	8	6	f	30	25	4	1	0	0	0	0	0	2	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Balin_Sud	6	10	7	f	40	45	4	2	0	-1	4	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Balin_Sud	6	12	8	f	50	10	4	2	0	0	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Balin_Sud	6	14	9	f	40	20	4	3	0	1	2	0	0	2	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Balin_Sud	6	16	10	f	40	15	4	3	0	1	-1	0	0	-1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Balin_Sud	6	18	11	f	80	40	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Balin_Sud	6	20	12	f	30	70	2	3	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Balin_Sud	6	21	13	f	40	32	4	2	0	2	0	0	0	4	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Balin_Sud	6	23	14	f	35	10	4	2	0	2	0	0	0	3	2	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Balin_Sud	6	25	15	f	30	25	4	3	0	-1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Bamboche	7	4	3	f	15	25			0	4	2	0	0	4	5	1	0	0	5	0	0	4	0	0	4	0	0	0	0	0	0	0	1	0	0
Bamboche	7	5	4	f	25	5	2	1	0	5	5	0	0	2	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bamboche	7	7	5	f	20	10	3	2	0	2	2	0	0	2	0	5	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bamboche	7	8	6	f	40	0	4	2	0	3	2	0	0	0	0	6	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Bamboche	7	10	7	f	30	5	2	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
Bamboche	7	12	8	f	20	0	4	2	0	0	4	0	0	3	6	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bamboche	7	14	9	f	25	5	3	1	0	1	3	0	0	1	1	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0
Bamboche	7	16	10	f	15	5	2	1	0	2	2	0	0	1	1	2	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Bamboche	7	18	11	f	20	10	2	1	0	0	0	0	0	2	2	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Bamboche	7	20	12	f		NA																													
Bamboche	7	21	13	f	20	25	2.5	2	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0
Bamboche	7	23	14	f	20	90	2	2	0	-1	2	0	0	3	2	2	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	2	0	0
Bamboche	7	25	15	f	15	50	4	2	0	0	5	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Barbes	8	4	3	f	35	0			3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Barbes	8	5	4	f	30	NA	4	1	2	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Barbes	8	7	5	f	50	5	4	1	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
Barbes	8	8	6	f	50	0	4	1	0	0	0	0	0	0	0	2	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Barbes	8	10	7	f	50	5	3	1	0	0	0	0	0	0	2	2	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0
Barbes	8	12	8	f	40	0	4	2	0	0	0	0	0	0	4	1	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0
Barbes	8	14	9	f	50	2	4	1	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0
Barbes	8	23	14	f	25	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Barot_Est	9	4	3	f	2	0			4	0	0	0	0	4	0	6	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
Barot_Est	9	5	4	f	10	15	4	3	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Barot_Est	9	7	5	f	15	25	4	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Barot_Est	9	8	6	f	15	40	4	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Barot_Est	9	10	7	f	20	0	4	3	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Barot_Est	9	12	8	f	10	0	4	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Barot_Est	9	14	9	f	8	0	4	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Barot_Est	9	16	10	f	6	0	4	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Barot_Est	9	18	11	f	10	0	4	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Barot_Est	9	20	12	f		NA																													
Barot_Est	9	21	13	f	8	0	4	3	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Barot_Est	9	23	14	f	7	0	4	3	0	0	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Barot_Est	9	25	15	f	10	0	4	2	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Barot_Ouest	10	1	1	f	40	65			0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Barot_Ouest	10	2	2	f		NA			0	3	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Barot_Ouest	10	4	3	f	60	100			0	6	4	0	0	5	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Barot_Ouest	10	5	4	f	40	70	4	2	5	5	4	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Barot_Ouest	10	7	5	f	40	60	2	1	0	0	2	0	0	3	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Barot_Ouest	10	8	6	f	40	35	4	2	0	1	3	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Barot_Ouest	10	10	7	f	30	35	4	2	0	1	1	0	0	3	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Barot_Ouest	10	12	8	f	40	20	4	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
Barot_Ouest	10	14	9	f	40	15	4	1	0	0	0	0	0	0	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Barot_Ouest	10	16	10	f	48	40	4	1	0	1	1	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Barot_Ouest	10	18	11	f	30	35	4	2	0	0	2	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Barot_Ouest	10	20	12	f		NA																													
Barot_Ouest	10	21	13	f	20	51	4	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Barot_Ouest	10	23	14	f	60	45	4	2	0	0	1	0	0	2	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Barot_Ouest	10	25	15	f	30	51	4	2	0	2	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Barthel	11	1	1	f	40	20			0	0	0	0	0	5	0	0	0	0	3	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
Barthel	11	2	2	f		NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Barthel	11	4	3	f	30	15			4	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0
Barthel	11	5	4	f	30	15	4	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Barthel	11	7	5	f	35	5	4	1	2	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Barthel	11	8	6	f	30	2	4	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
Barthel	11	10	7	f	25	20	4	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Barthel	11	12	8	f	30	20	4	3	3	0	0	0	3	4	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0
Barthel	11	14	9	f	20	10	4	1	2	0	0	0	0	3	0	2	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
Barthel	11	16	10	f	12	5	4	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Barthel	11	18	11	f	30	15	4	2	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Barthel	11	20	12	f	10	0	4	3	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Barthel	11	21	13	f	7	5	3	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Barthel	11	23	14	f	7	5	4	3	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Barthel	11	25	15	f	3	50	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bauzon	12	4	3	s	0	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bauzon	12	5	4	f	7	20	2	4	0	4	5	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bauzon	12	7	5	f	4	0	2	3	0	0	2	0	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Bauzon	12	8	6	f	20	20	2	2	0	0	6	0	0	6	0	2	8	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Bauzon	12	10	7	f	1.5	100	2	4	0	3	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bauzon	12	12	8	f	20	70	2	3	0	2	2	0	0	2	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bauzon	12	14	9	f	3	20	2	3	0	6	7	0	0	1	7	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Bauzon	12	16	10	f	1	0	2	3	0	0	6	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bauzon	12	18	11	f	40	0	2	4	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bauzon	12	20	12	f		NA																													
Bauzon	12	21	13	f	20	40	2	3	0	0	3	0	0	1	3	0	1	0	-1	0	0	0	0	3	0	0	0	0	0	0	0	0	4	0	0
Bauzon	12	23	14	f	50	80	2	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Bauzon	12	25	15	f	7	90	2	4	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Bazin	13	1	1	f	50	40			0	3	3	0	0	3	0	0	0	0	1	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Bazin	13	2	2	f		30			0	0	5	0	0	1	0	0	0	0	3	3	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
Bazin	13	3	3	f	30	40			0	5	5	0	0	6	0	4	0	0	4	0	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0
Bazin	13	5	4	f	60	45	2	2	0	5	6	0	0	7	0	0	0	0	1	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0
Bazin	13	7	5	f	30	50	4	1	0	2	2	0	0	2	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
Bazin	13	8	6	f	15	15	4	1	0	3	2	0	0	5	0	4	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
Bazin	13	10	7	f	25	30	4	2	0	3	3	0	0	3	0	2	0	0	1	0	1	0	0	3	2	0	0	0	0	0	0	0	0	0	0
Bazin	13	12	8	f	20	50	4	3	0	2	6	0	0	5	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0
Bazin	13	14	9	f	60	50	4	2	0	2	6	0	0	2	0	2	0	0	6	0	0	2	0	2	0	0	0	0	0	0	0	0	2	0	0
Bazin	13	16	10	f	60	60	4	2	0	2	3	0	0	4	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Bazin	13	18	11	f	70	70	4	3	0	2	2	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0
Bazin	13	20	12	f	30	50	2	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Bazin	13	21	13	f	30	40	4	2	0	2	1	0	0	5	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
Bazin	13	23	14	f	40	50	4	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
Bazin	13	25	15	f	30	40	2	3	0	2	0	0	0	4	2	1	0	0	2	0	0	0	0	4	0	2	0	0	0	0	0	0	3	0	0
Beau_Riz	14	1	1	f		0			0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Beau_Riz	14	2	2	s	0	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Beau_Riz	14	4	3	f	2	20			0	0	0	0	0	3	0	0	0	0	1	0	1	0	0	0	7	0	0	0	0	0	0	0	0	0	0
Beau_Riz	14	5	4	f	5	20	1	4	0	5	4	0	4	6	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
